133198517626414228,-0.0970557,-0.635882,0.765659,1.39244,-0.984297,-0.0526422,-0.16849,0.128825,0.147445,-0.769989,-0.620788,-0.0517815,0,0,0,1
133198517632415611,-0.0863671,-0.639855,0.763627,1.38675,-0.985607,-0.0569314,-0.159177,0.130124,0.145324,-0.766384,-0.625729,-0.0507961,0,0,0,1
133198517635383756,-0.0874145,-0.638281,0.764824,1.38698,-0.9856,-0.0561432,-0.159502,0.13023,0.144747,-0.767753,-0.624182,-0.0506471,0,0,0,1
133198517635724530,-0.0871483,-0.638313,0.764828,1.38699,-0.985649,-0.0561724,-0.15919,0.130292,0.144575,-0.767725,-0.624257,-0.050672,0,0,0,1
133198517636059394,-0.0866504,-0.63836,0.764845,1.38702,-0.985712,-0.0563743,-0.158724,0.130308,0.144441,-0.767671,-0.624355,-0.0507227,0,0,0,1
133198517644953643,-0.0902841,-0.636872,0.765665,1.39257,-0.985595,-0.0532591,-0.160517,0.130074,0.143008,-0.769128,-0.62289,-0.0516044,0,0,0,1
133198517651223779,-0.0904622,-0.635381,0.766881,1.39527,-0.985557,-0.0535755,-0.160646,0.129934,0.143158,-0.770338,-0.621358,-0.0538492,0,0,0,1
133198517655849199,-0.0856609,-0.631315,0.770781,1.39405,-0.986051,-0.0570924,-0.156347,0.130548,0.14271,-0.773422,-0.617618,-0.0534157,0,0,0,1
133198517660474444,-0.0730925,-0.640375,0.764577,1.40199,-0.990996,-0.0395949,-0.127901,0.135113,0.112178,-0.767041,-0.631715,-0.0548143,0,0,0,1
133198517660821293,-0.0742337,-0.639756,0.764984,1.40382,-0.99105,-0.0380173,-0.127965,0.135147,0.110949,-0.767637,-0.631208,-0.0547085,0,0,0,1
133198517661127477,-0.0750579,-0.638846,0.765665,1.40512,-0.990857,-0.0385448,-0.129294,0.134931,0.112111,-0.768369,-0.630112,-0.054529,0,0,0,1
133198517661458752,-0.0747015,-0.638085,0.766334,1.4062,-0.990834,-0.0392396,-0.129258,0.134807,0.112549,-0.768965,-0.629305,-0.0541848,0,0,0,1
133198517661784092,-0.0736721,-0.638223,0.766318,1.40689,-0.991018,-0.0391418,-0.127873,0.134816,0.111607,-0.768856,-0.629607,-0.0537409,0,0,0,1
133198517662150216,-0.0735362,-0.639285,0.765446,1.40728,-0.991118,-0.0384333,-0.127314,0.134716,0.110809,-0.768009,-0.630781,-0.0531155,0,0,0,1
133198517662443635,-0.0740372,-0.639272,0.765408,1.40753,-0.991122,-0.0378244,-0.127462,0.134563,0.110434,-0.76805,-0.630796,-0.0525449,0,0,0,1
133198517662778792,-0.0750698,-0.637808,0.766528,1.40783,-0.991042,-0.0374243,-0.128197,0.134281,0.110452,-0.769286,-0.629285,-0.0519162,0,0,0,1
133198517663124474,-0.076973,-0.635048,0.768628,1.40812,-0.990795,-0.037383,-0.130108,0.133915,0.111358,-0.771568,-0.626325,-0.0513383,0,0,0,1
133198517663434632,-0.0786883,-0.632146,0.770844,1.40824,-0.990651,-0.036857,-0.131352,0.133705,0.111444,-0.773972,-0.623335,-0.0509976,0,0,0,1
133198517663765463,-0.0805532,-0.629339,0.772944,1.40808,-0.990463,-0.0364254,-0.13288,0.133472,0.111781,-0.776276,-0.620403,-0.0508261,0,0,0,1
133198517664188443,-0.0827875,-0.626492,0.775019,1.40744,-0.990039,-0.0371637,-0.135797,0.13297,0.113878,-0.778542,-0.617175,-0.0509141,0,0,0,1
133198517664425114,-0.0842699,-0.625132,0.775957,1.40689,-0.989722,-0.0377858,-0.137926,0.132667,0.115542,-0.779604,-0.615522,-0.0510558,0,0,0,1
133198517665083818,-0.0853479,-0.620848,0.779271,1.40514,-0.989409,-0.0393527,-0.139716,0.132716,0.117409,-0.782942,-0.610914,-0.0516215,0,0,0,1
133198517665414666,-0.0835118,-0.618281,0.781508,1.40309,-0.989575,-0.0408868,-0.138093,0.132631,0.117333,-0.784893,-0.608421,-0.0520241,0,0,0,1
133198517665772064,-0.0828846,-0.616135,0.783267,1.40231,-0.989418,-0.0430428,-0.138558,0.132802,0.119085,-0.786463,-0.606048,-0.0526466,0,0,0,1
133198517667063776,-0.0758475,-0.606748,0.791267,1.40324,-0.989116,-0.0545596,-0.136649,0.1334,0.126083,-0.793019,-0.596006,-0.0550475,0,0,0,1
133198517667394091,-0.0743991,-0.604699,0.792972,1.40389,-0.988977,-0.0573406,-0.136515,0.133311,0.12802,-0.794387,-0.593768,-0.0555542,0,0,0,1
133198517667726164,-0.0741858,-0.60367,0.793775,1.40462,-0.988884,-0.0583189,-0.136772,0.133155,0.128858,-0.795098,-0.592634,-0.0560665,0,0,0,1
133198517669051583,-0.0805335,-0.607303,0.790378,1.40695,-0.988511,-0.0530943,-0.141518,0.132364,0.127908,-0.792695,-0.596049,-0.0580649,0,0,0,1
133198517670710417,-0.0779645,-0.606477,0.791269,1.40842,-0.988899,-0.0536597,-0.138565,0.132838,0.126496,-0.793288,-0.595561,-0.0594923,0,0,0,1
133198517671027291,-0.0764654,-0.60652,0.791382,1.40864,-0.989132,-0.0538237,-0.136824,0.13307,0.125582,-0.793244,-0.595813,-0.0596329,0,0,0,1
133198517671683774,-0.0752978,-0.606641,0.791402,1.40926,-0.98944,-0.0531182,-0.134857,0.133488,0.123848,-0.793199,-0.596236,-0.0599461,0,0,0,1
133198517672025923,-0.0750189,-0.606151,0.791804,1.40963,-0.989543,-0.0528451,-0.134208,0.133603,0.123193,-0.793592,-0.595848,-0.0601731,0,0,0,1
133198517672367389,-0.0749717,-0.605802,0.792075,1.4099,-0.989493,-0.0532745,-0.134404,0.133614,0.12362,-0.79383,-0.595443,-0.0603863,0,0,0,1
133198517672675067,-0.0748879,-0.605697,0.792163,1.41012,-0.989363,-0.0542204,-0.134988,0.133556,0.124713,-0.793846,-0.595194,-0.0605319,0,0,0,1
133198517673339795,-0.0743041,-0.604355,0.793243,1.41074,-0.989401,-0.0548354,-0.134456,0.13363,0.124757,-0.794826,-0.593875,-0.0603582,0,0,0,1
133198517673664341,-0.0741268,-0.602924,0.794347,1.41119,-0.989604,-0.0539643,-0.133308,0.133839,0.123241,-0.795971,-0.592656,-0.0600308,0,0,0,1
133198517673997703,-0.0741923,-0.600971,0.79582,1.41162,-0.989805,-0.0529171,-0.132237,0.134018,0.121583,-0.797517,-0.590918,-0.0597819,0,0,0,1
133198517674339557,-0.0745729,-0.599217,0.797106,1.41205,-0.989838,-0.0525726,-0.132125,0.134092,0.121078,-0.798858,-0.589208,-0.0595323,0,0,0,1
133198517674654581,-0.0747591,-0.597981,0.798016,1.41231,-0.989858,-0.0524399,-0.132026,0.134148,0.120797,-0.799793,-0.587996,-0.0594654,0,0,0,1
133198517674983295,-0.0744036,-0.597176,0.798652,1.4125,-0.989899,-0.0526936,-0.131621,0.13419,0.120684,-0.800377,-0.587224,-0.0595095,0,0,0,1
133198517675316706,-0.0738429,-0.597003,0.798834,1.41261,-0.989894,-0.0533645,-0.131386,0.134203,0.121067,-0.800462,-0.587029,-0.0597368,0,0,0,1
133198517675644125,-0.0734824,-0.597251,0.798682,1.41275,-0.98986,-0.0539422,-0.131409,0.13422,0.121567,-0.800239,-0.58723,-0.0600535,0,0,0,1
133198517675977914,-0.073442,-0.597532,0.798474,1.41297,-0.989815,-0.0542306,-0.131624,0.134185,0.121952,-0.800009,-0.587464,-0.060406,0,0,0,1
133198517676306786,-0.0740029,-0.597452,0.798483,1.41332,-0.989705,-0.0543603,-0.1324,0.134089,0.122508,-0.80006,-0.587278,-0.0608222,0,0,0,1
133198517676962963,-0.0760562,-0.597459,0.798285,1.41412,-0.98926,-0.055007,-0.13542,0.133601,0.124819,-0.800011,-0.586859,-0.061708,0,0,0,1
133198517677294150,-0.0769701,-0.597881,0.797881,1.41438,-0.989071,-0.0551496,-0.136739,0.133335,0.125757,-0.799685,-0.587102,-0.0622862,0,0,0,1
133198517677624814,-0.0782417,-0.598978,0.796934,1.41451,-0.988781,-0.0554011,-0.138717,0.133042,0.127239,-0.798846,-0.587924,-0.0628884,0,0,0,1
133198517677956643,-0.0791816,-0.600483,0.795708,1.4145,-0.988477,-0.0560092,-0.140631,0.132752,0.129014,-0.797674,-0.589128,-0.0635094,0,0,0,1
133198517678284255,-0.0793893,-0.60255,0.794123,1.41439,-0.988156,-0.0573728,-0.14232,0.132535,0.131316,-0.796016,-0.590859,-0.063988,0,0,0,1
133198517680924073,-0.0723522,-0.608684,0.790107,1.41391,-0.989445,-0.0559216,-0.133687,0.134254,0.125557,-0.79144,-0.598213,-0.0608972,0,0,0,1
133198517681253399,-0.0683918,-0.608291,0.790762,1.41357,-0.989823,-0.0577723,-0.13005,0.134573,0.124792,-0.791608,-0.598149,-0.060275,0,0,0,1
